slot,total_cus,max_dist_cus,longest_path_cus,track0_cus,track1_cus,track2_cus,track3_cus,empty_cus
350480128,43946230,18511001,16305503,18511001,17941732,18276772,18409536,2165100,31357911
350480132,44599883,14071059,10667579,14071059,13930181,13987654,13914509,2158800,13462320
350480133,44515313,16576799,14654873,16504323,16487036,16516125,16576799,2148300,23717270
350480140,45778568,11959950,10665957,11959950,11794034,11729627,11751045,2076900,3532988
350480141,45115294,14342114,12981047,14267018,14268764,14242118,14342114,2282700,14287420
350480142,45013920,14893160,11524420,14885410,14172121,14893160,14873076,2160900,15970747
350480144,46267093,11646142,7864566,11575247,11646142,11571901,11597425,3787373,3910995
350480145,45864751,14390781,11762050,14314394,14390781,14345488,14362592,2116800,13665304
350480146,43840627,13354144,10984326,13069610,13247856,13354144,13038967,2223900,11093850
350480147,44137771,14523888,11859592,14470010,14523888,14514433,14453572,2165100,15989232
350480148,44501806,13426954,9692262,13416458,13301254,13274306,13426954,2184000,11101166
350480149,43509673,24319814,23843773,23360773,23224249,24319814,23224401,2177700,52797264
350480150,42862196,26303890,26033847,25410409,25460096,25466686,26303890,2167200,61946085
350480151,43549335,21412837,20855137,21287390,21291127,17988306,21412837,2167200,40597525
350480152,45348409,15242653,12873818,14861614,15242653,14846935,14755827,2154600,16513220
350480153,46187023,15315284,10494134,15315284,14999720,14876017,14903709,2177700,16085407
350480154,45263412,16281219,12259095,16281219,16165235,16108863,16156713,1915200,21363818
350480155,45587541,12159143,6433264,11888155,12159143,11835433,11893896,2412900,4601986
350480156,44821574,12015007,9290389,11732622,12015007,11701271,11920353,2127300,4674979
350480157,43904984,16414163,14088837,16053254,15942591,16306304,16414163,2205000,23016328
350480158,44132786,21928764,19018157,21928764,21788446,21835508,21789965,2158800,45368697
350480159,43365250,17152396,14064547,16805382,16951538,16995235,17152396,2163000,26702301
350480164,44298704,16032749,13385287,15398196,16032749,15434328,15119110,2284800,19970479
350480165,44136161,20320756,19783242,19697023,20320756,20250622,19680630,2171400,37984270
350480166,45312815,19278141,18533161,19278141,18032869,18376593,18454249,2169300,30998337
350480168,45271616,14652781,10707508,14513182,14563391,14481365,14652781,2179800,15118903
350480169,44986178,18410631,15897213,18410631,18200359,18347202,17887752,2167200,30026966
350480170,45302069,14855132,11040813,14442301,14495091,14775743,14855132,2167200,15433398
350480171,41709389,15989351,14209885,15929606,15966779,15989351,15961001,2167200,24304548
350480172,45308886,14993201,12251137,14785994,14818921,14993201,14794200,2160900,16244330
350480173,42394125,15070606,12306296,15002322,14905250,15070606,14894660,2167200,19645913
350480180,43280394,15090147,13076782,15090147,14939714,14982664,15065708,2167200,18965039
350480184,42379701,13485826,11405166,13485826,13071339,13003104,13069836,2171400,12421804
350480188,44523583,19733126,18585551,19618141,19543226,19733126,19623451,2177700,36172061
350480196,44814038,14293021,10119477,14247112,14245203,14243506,14293021,2523160,14737964
350480197,46577622,12252692,5128988,11951164,12252692,11952204,12244265,2163000,3985703
350480198,44888724,16123745,12981631,16011983,16123745,15978673,15918090,2163000,21306767
350480199,44605934,15621677,13300694,15621677,15589905,15515573,15565112,2165100,19851433
350480200,44488979,16658094,15434774,16562807,16539576,16634140,16658094,2165100,24070738
350480201,44186124,16137417,13656209,16054093,16117444,16137417,16042627,2163000,22328457
350480202,44317594,21960919,19745720,20022233,21960919,20014818,20047218,2169300,39896894
350480204,44991916,14818512,11037112,13677180,14818512,14717741,14644962,2175600,15042079
350480205,44909918,16898412,14576271,16898412,16391744,16225174,16208182,2163000,22976594
350480206,44628592,20255309,18731186,20104842,20091135,20255309,20053827,2163000,38039521
350480207,45379835,19725984,17794949,19623944,19725984,19719901,19613241,2131500,35434735
350480208,44891651,16626121,13531392,16626121,16512754,16509961,16444244,2205000,23406429
350480212,44980747,18097779,16911658,17970670,17914712,18097779,17992066,2352000,29346480
350480213,46108336,14890448,12406897,14890448,14778318,14771263,14754727,2169300,15255720
350480214,46414816,14069061,12757791,14035597,14069061,14057288,14043694,2139900,11930724
350480215,46206114,14853377,14027126,14072580,14853377,14390403,14370399,2188200,13668845
350480216,46161620,11761287,8846350,11375017,11606872,11761287,11679155,2775088,3035799
350480217,45804249,13272957,10189199,13272957,13093474,13168537,13007226,2211300,8949245
350480219,46356725,14206112,9663255,14206112,13826814,13930456,13915210,2131500,11653367
350480220,45545183,12488701,11087132,12488701,12461234,12458198,12385450,1871100,6119500
350480221,45900434,19037230,16154241,18910378,18941404,19037230,18919190,2492700,32400468
350480222,45695122,12546839,10247170,12481605,12459573,12459980,12546839,2160900,6413775
350480223,45800441,20017612,17973371,19101591,20017612,19954016,19981918,2112600,35367296
350480224,41435177,14617131,11184036,14617131,14433825,12012716,14263635,2221800,16113930
350480225,44679288,16618112,15035233,16618112,15522645,15511650,16464049,2163000,21600168
350480227,45068464,15633645,12261976,15633645,15526512,14600227,15532967,2154600,18379487
350480228,45047245,29346322,28947891,29346322,29178630,28980516,29084432,2177700,73720355
350480229,44755200,20707840,20184408,20707840,20510253,20511834,20552821,2163000,39690548
350480230,45303702,19614307,16909358,19503755,19530851,19614307,19510409,2163000,35018620
350480231,45085045,19947099,18982596,19770383,19596394,19947099,19630450,2165100,36024381
350480232,45375234,13101906,9625498,12880668,13051452,13101906,12970089,2112600,8741481
350480233,44634446,16430879,14248230,16220509,16272069,16219973,16430879,2217600,22726584
350480234,44886355,15448993,14517650,15293943,15287804,15448993,15382544,2163000,18689929
350480235,45028324,15881861,13448210,15881861,15843080,15878861,15829636,2156700,20561814
350480236,45580973,12879567,9335318,12600469,12646932,12879567,12849870,1988700,7384565
350480237,45470986,15031816,12716099,14889081,15031816,15023032,14942325,2139900,16555168
350480238,45207488,17624503,15296709,17579232,17622685,17538299,17624503,2305800,27463031
350480239,45353480,18536439,15604122,18256249,18536439,17894315,17913995,2173500,29421018
350480240,45315372,15141853,12070697,15067915,15141853,15012049,15103188,2223900,17233533
350480241,45862019,18259422,16260581,18208834,18259422,18201103,18199527,210000,27216867
350480242,44997033,17612853,15631060,17502025,17612853,17458271,17468872,2339400,27384388
350480243,45245567,18854329,16455113,18759181,18854329,18698721,18748149,2184000,31998813
350480244,44646346,10575636,5419314,10494352,10448893,10575636,10527683,3717000,1117218
350480245,45444463,21809796,19465781,21616029,21635380,21809796,21714269,390600,41721611
350480246,44980387,17497651,16111988,17497651,17265081,17485378,17413395,2599800,27280918
350480247,45460306,18207286,16026477,18182923,18186575,18207286,18159731,2692200,29968409
350480248,45212253,11916610,7070360,11900913,11916610,11861280,11860509,2952600,5279659
350480249,44953510,17172844,13629886,16953574,16844859,16863521,17172844,2165100,25046388
350480250,44904747,14146023,11655365,14146023,13952180,13957775,14129867,2165100,13446198
350480251,45515742,13699042,10650782,13521570,13447944,13452276,13699042,2156700,10761790
350480252,45084281,22845098,22177245,22845098,22568892,22675946,22405890,2177700,47589245
350480253,40712991,20024710,18924692,19491773,20024710,19465290,18482050,2163000,38913832
350480254,45196818,22980198,22421433,22980198,22922449,22977571,22881343,2163000,48727743
350480255,44932075,22141340,21429157,22001929,21963247,22032914,22141340,2150400,45357755
350480256,45394436,16773253,13746166,16747952,16773253,16751817,16737091,2177700,23793377
350480257,45095461,18865355,16850404,18538618,17627665,17777613,18865355,2169300,29883090
350480258,45085256,23016258,20727505,23016258,22923860,22975501,21937939,2169300,47937602
350480259,45330206,21554333,18968482,21549572,21420013,21554333,21445293,2160900,42799905
350480260,45786598,13721165,8645732,13619913,13606446,13711219,13721165,2104200,10976345
350480261,44990404,13456286,9529325,13014599,13456286,12958413,13454786,2228100,10121780
350480262,44979924,13641618,9543828,13367222,13515150,13641618,13599406,2163000,11306472
350480263,42683785,13350329,10108451,13350329,13183411,13168723,13157250,2165100,12341028
350480264,45084088,13584518,10210878,13584518,13307881,13329483,13494441,2163000,10795235
350480265,44662392,16920202,14912681,16633842,16636340,16737013,16920202,3571815,25836820
350480266,44728807,17742967,15683946,17573702,17593614,17742967,17668106,2163000,28012582
350480267,45190739,17702650,15395620,17702650,17536455,17701709,17702394,2160900,27613369
350480268,44150892,24067459,22849401,23700723,24067459,23710616,23737051,2165100,53230057
350480269,45062837,22406646,20002391,22109750,22406646,22153442,22383994,2163000,46153995
350480270,44760064,22217974,21809976,21113937,22197733,22087153,22217974,2163000,45019733
350480271,44832793,21512337,20083536,20535068,21512337,20527288,20599935,2144100,40485935
350480272,44986649,18340711,15535305,18192418,18259422,18340711,18174476,2181900,30162278
350480273,45153002,22325025,20524944,22325025,22189221,22304733,22299227,2156700,46121904
350480274,44775225,20251269,18724528,20205650,20217124,20251269,20229884,2163000,38291702
350480275,44395016,20274983,19120923,20222908,20274983,20271654,20133797,2163000,38671326
350480276,45447185,14586284,10333959,14444684,14438890,14586284,14415243,1852200,14290116
350480277,45606037,17912043,15386395,17868876,17847924,17912043,17861731,1556100,27440637
350480278,44926585,18478938,16241963,18478938,18303207,18161277,18280793,3034500,31332130
350480279,43547595,18388786,16879133,18388786,18341342,18376070,18309755,2175600,32043958
350480280,43321618,23303318,22124079,23286934,23303318,23120765,23214061,2196509,51799969
350480281,41080576,18285021,17268060,18285021,18242073,18216829,18224585,2158800,34046732
350480283,43867684,20664304,18901961,20491072,20559617,20664304,20622229,2070600,40540138
350480284,45307849,12639110,7596608,12492017,12529499,12202340,12639110,2263800,6818917
350480285,45338150,14404492,11196609,13158922,13492633,14404492,12652243,2165100,10535240
350480286,45479030,15156113,11872658,15156113,15101141,15071922,14783404,2175600,16809150
350480287,41690500,14582873,11520062,13479834,14582873,14443202,13491080,2150400,16456889
350480288,44806476,23463175,22664782,23232751,23275389,23340090,23463175,2181900,50686829
350480289,44530727,25305981,24280571,24913407,25305981,25249699,25191123,2163000,58292483
350480290,44800678,19001871,17224672,18892820,18848630,19001871,18810336,2163000,32915979
350480291,45333375,21630420,19717691,21347262,21593210,21630420,21580990,2160900,42979407
350480292,45480638,12392051,7121594,12003344,12046512,12004754,12392051,2194500,5160523
350480293,44964833,12115141,7387839,12103374,12115141,11519688,11780843,2171400,4725613
350480294,44757721,12669211,9544993,11708698,12231602,12669211,11973611,2169300,5994701
350480295,45112607,13470944,9665991,13337970,13385299,12644584,13470944,2171400,9897590
350480296,43990518,26513600,26151283,26513600,26347406,26365105,26287608,2165100,63688301
350480297,44790860,23512284,22482368,23512284,23295508,23306564,23356994,2156700,50837190
350480298,44952688,18447520,17130594,17982882,18447520,17948433,18313527,2165100,29904774
350480299,44862887,20117333,18805832,19982092,20100972,20117333,20073293,2160900,37571703
350480300,44684426,15749387,12173591,15700779,15745954,15656776,15749387,2181900,20350370
350480301,45110469,19763339,17880374,19109395,19142921,19142530,19763339,2165100,34212816
350480302,44657886,21396936,20818303,21368228,21021371,21175795,21396936,5129951,45434395
350480304,44993741,18434926,15574302,18434926,17910616,18372252,18009747,2218196,29951996
350480305,41348715,14615734,13580715,14572288,14571214,13997797,14615734,2160900,18569218
350480306,42469011,18278016,16568467,17138528,17115117,18278016,17856411,2171400,30090461
350480307,40644012,17813879,16235052,17811669,17778060,17758129,17813879,2167200,32684925
350480308,44977371,21186173,19519751,21186173,20969270,21116907,21031383,2165100,41491462
350480312,45363388,12069806,6834768,12069806,10845703,11409054,11668533,2175600,2805308
350480313,45510023,12586337,7836001,12586337,12402303,12445591,11652164,2171400,5747772
350480314,45907616,16510551,14262100,15889142,16510551,15753681,15685715,2160900,20092373
350480315,46034644,13205255,9332041,10318567,12549145,13205255,11746497,2171400,3956220
350480316,43358653,16312142,13875367,16312142,16159257,16190045,16152691,2169300,23624782
350480317,43523000,19138022,16703409,19119490,19138022,19104213,19116431,2169300,35124456
350480318,44391258,19896420,18089909,19891670,19896420,19822487,19847390,2165100,37231809
350480319,45281361,17973226,15908694,17967167,17973226,17835273,17833093,1883700,28211098
350480321,40919731,15378736,13802912,13142368,12164802,15378736,14629138,2167200,16562513
350480322,42315653,16008201,14098206,16008201,13889090,13931374,15623361,2171400,19307773
350480323,43780187,18040058,16454740,16281212,16619314,17162774,18040058,2165100,26488271
350480324,45723963,16106100,10813873,16031412,16106100,16066647,16042525,2243707,20766428
350480325,45804112,15619596,10393767,15530733,15590177,15619596,15400450,2160900,18497744
350480326,45429618,16794645,13838686,16193977,16157802,16610140,16794645,2165100,22492046
350480327,45067995,14967199,13890346,14967199,14851173,14842139,14873649,2171400,16637565
350480328,44931222,16004120,12892275,15931619,15996583,13934397,16004120,2167200,19102697
350480329,45051386,19489655,17501761,19274354,19337521,19489655,19333355,2165100,34548599
350480330,44314897,22485039,22175138,22485039,22283896,22268707,21901912,2169300,46793957
350480331,45058620,16124352,12977888,16124352,16048412,16091172,16114061,2163000,21482377
350480332,44900722,21505380,20461175,21360267,21402776,20880762,21505380,2171400,42419863
350480333,45061436,19783739,17299913,19761080,19783739,19780096,19708635,13403872,47375986
350480334,44602553,22795581,21459949,22795581,22529141,21912110,22655350,2171400,47461029
350480335,45304996,20848354,19647190,20267089,20271699,20548765,20848354,2137800,38768711
350480336,45663767,11786678,8124779,11779298,11786678,11753694,11755040,2190300,3601243
350480337,45591803,13047335,10805710,12819251,13047335,12783226,12874661,2169300,8101970
350480338,44739844,17629136,15158196,17620552,17557755,17629136,17606698,2167200,27841497
350480339,44645816,15226611,13069715,15137955,15202799,15226611,15213748,2160900,18296197
350480340,45083209,16674019,15909311,16568918,16581553,16545170,16674019,2173500,23459951
350480341,45094436,16160688,13762170,16058807,16063550,16160688,16104473,2167200,21460282
350480342,44593589,18172053,15839998,18172053,18079332,18083100,18086664,2160900,29988460
350480343,45255104,16843356,15231549,16673429,16660142,16634829,16843356,2171400,23728052
350480344,45723153,11911862,9447190,11775797,11911862,11854914,11873575,3818916,5511911
350480345,45979352,11416078,7429498,11276098,11229738,11286283,11416078,2280600,1509445
350480346,45161456,12336527,9032087,12336527,12276829,12278283,12311587,2167200,6208970
350480347,44958451,17767503,14470669,17628285,17283516,17767503,17725170,2171400,27617423
350480348,45649992,14013264,9109572,13884161,13703935,14013264,13707449,2177700,11836517
350480349,45721966,11538049,5422274,11160398,11538049,11508530,11084650,2171400,1741061
350480350,45505113,12002940,8546546,11414591,12002940,11662333,11647089,2167200,3389040
350480351,45215358,13797987,10937726,13387131,13271669,13797987,13355885,2171400,10768714
350480352,44882834,15140285,14444245,15043683,15116196,15034754,15140285,2169300,17621384
350480353,45088007,15017571,12861659,15017571,14738343,14503785,14968904,1948800,16089396
350480354,44813602,17329228,14537436,17157857,17329228,17104367,17073100,2383500,26234450
350480355,44523526,15687070,14939147,15370457,15552466,15687070,15505434,1890000,19481901
350480356,45482286,12656123,8944284,12616409,12623065,12656123,12640123,2217600,7271034
350480357,45217439,15248725,12267026,14943806,14963621,15248725,15033043,2219700,17191456
350480358,45270395,17047377,14671913,16871465,16412182,16404064,17047377,2217600,23682293
350480359,45389086,16984426,14994906,16318120,16937729,16984426,16975068,2286900,24113157
350480360,44414655,26720545,26114108,25273284,26720545,25738966,21005302,2506648,56830090
350480361,45030225,21430691,19627177,20620683,21304343,21430691,21335219,2169300,41830011
350480362,45561472,26396460,24662515,26396460,25771718,25753699,25848733,2167200,60376338
350480363,45452006,22185817,20265001,21126629,22185817,21897687,21900409,2167200,43825736
350480364,45575487,11369163,8432031,11007852,11295091,11023322,11369163,2146200,1266141
350480365,45352697,15437469,12662077,15437469,15326620,14814992,15315840,1232700,16774924
350480366,46102548,15505455,14345030,12845530,14211217,13001600,15505455,1316700,10777954
350480367,43881073,17018208,15684188,16414618,16887259,15240442,17018208,3299100,24978554
350480368,44706991,14008134,10631140,13721732,13715442,13765522,14008134,2820300,13324139
350480369,45599888,14309664,11354786,13361564,14309664,13395087,13360803,2169300,10996530
350480370,45292732,22581718,22109748,22342628,22573086,22581718,22269738,7123659,51598097
350480371,45754100,19234184,17156507,18674910,19234184,18721797,18702286,2154600,31733677
350480372,45092075,19029068,16129915,17235287,19029068,17235242,17239510,2190300,27837332
350480373,45261146,22173100,21177939,21262448,21253355,21292751,22173100,2156700,42877208
350480374,44603545,18890515,18095767,18890515,18881169,18839668,18839231,2167200,33014238
350480375,44851322,17407956,15815237,17407956,17357257,17371652,17282434,1957200,26525177
350480376,45087348,12633413,9609402,12633413,12493341,12486196,12525504,2322600,7373706
350480377,45834598,15414288,12895017,15254216,15414288,15256633,15267648,2177700,17535887
350480378,44954814,17873871,16742453,17857858,17354903,17873871,17179202,2053800,27364820
350480379,44795399,18388647,16163837,16870683,18129277,16779112,18388647,2089500,27461820
350480380,45441358,11595836,7134817,11483119,11453046,11595836,11460362,2303700,2854705
350480381,45736056,13495397,10093080,13425428,13495397,13490339,13432296,5568546,13675950
350480382,45341184,13122975,11528241,13122975,13049090,13097860,13048829,2173500,9151070
350480383,45058744,14691280,10864132,14554559,14525791,14664115,14691280,2011800,15388801
350480384,44982360,13326870,12250958,13208962,13326870,13253476,12862193,2280600,9949741
350480385,44679184,20166166,18765321,19890869,20166166,19953676,19929445,2165100,37426072
350480386,45197705,18161325,17095285,17959140,18161325,18004242,18095017,3404630,30426649
350480387,44276498,17796516,15202230,17696473,17796516,17779289,17728849,2114700,28839329
350480388,44822034,16560255,13690702,16560255,16123300,16103587,16281003,2219700,22465811
350480389,45118067,16566703,14091342,16531320,16566703,16109535,16023513,2167200,22280204
350480390,44777059,18788554,16655301,18665931,18220710,18788554,18728461,3706859,33333456
350480391,45007414,16133674,13342328,15462833,15826803,15942123,16133674,2165100,20523119
350480392,44877902,16535634,14725747,16440972,16535634,16499646,15846402,2160900,22605652
350480393,44859782,16673158,14613765,16469769,16479040,16673158,16437681,2163000,23362866
350480394,45286409,15207767,12578775,15152102,15129725,15207767,15196575,2167200,17566960
350480395,44840436,16286868,14531261,16185012,16070998,16286868,16148229,2163000,22013671
350480396,45295182,14162704,11037521,14111156,13775939,13823553,14162704,2163000,12741170
350480397,44781747,17403379,15106559,17398078,17314625,17403379,17370707,2167200,26872242
350480398,42623935,16219370,14456326,16219370,16141127,16050855,16089594,2160900,24037911
350480404,44638414,18199988,16284062,18188371,18031884,18199988,17986150,2291100,30059079
350480405,44717806,18180444,16937934,17946564,18180444,18004409,18013630,2129400,29556641
350480406,44585355,16284128,13777664,16165810,15355006,16284128,16240389,2200800,21660778
350480407,44561735,18754868,16972341,18754868,18634017,18603067,18671650,2175600,32277467
350480408,44775467,16304374,13039594,16304374,16051470,16068454,16251812,2179800,22080443
350480412,44495258,14963175,12058227,14748674,14747059,14963175,14900475,2316300,17180425
350480413,45319040,13905226,9618372,13839273,13810178,13857982,13905226,2247000,12340619
350480414,45152544,17032347,14593798,16786900,17032347,16833914,16960416,2169300,24630333
350480415,44627214,21167776,20435615,20499610,20245178,20242678,21167776,2158800,39686828
350480416,45379202,20614254,19412598,20522634,20539378,20614254,19960123,2169300,38426487
350480417,45199041,16420289,14685439,16087634,16329134,16420289,16250084,2171400,22059500
350480418,45205893,15287894,12579643,15058236,15105196,15142188,15287894,2165100,17552721
350480419,45509432,13503401,9110233,13192181,13133681,13358690,13503401,2171400,9849921
350480420,45593268,16999996,12321931,16981627,16939978,16999176,16999996,2169300,24496809
350480421,46051170,15146553,13867375,14933718,14776951,15146553,14936094,2163000,15905146
350480422,46035211,18998332,16677749,18905574,18998332,18810986,18943492,2158800,31781973
350480423,46529502,15654129,11511613,15480131,14670284,15654129,15345968,2158800,16779810
350480424,45816792,12285514,8191565,12147674,12285514,12229916,12140595,2177700,5164607
350480425,46129011,13823946,10659005,13787203,13823946,13772556,13772776,325500,9352970
350480426,43229231,17877057,15769977,17877057,17527116,17735429,17675877,3987900,31574148
350480427,45077592,17170695,15607121,17080824,16401305,17151299,17170695,2028600,24755131
350480428,44765298,17267925,15362019,16734267,17179261,17267925,16688838,2322600,25427593
350480429,44645134,19661264,18627001,19314948,19661264,19330333,19609486,2167200,35438097
350480430,44858619,21875993,20529588,21383465,21405297,21875993,21584932,2167200,43558268
350480431,45161023,20028944,19275201,19849299,19839554,20028944,19745306,2167200,36469280
350480432,44928322,14795788,11965349,14320629,14049448,14304261,14795788,2173500,14715304
350480433,45102533,17124635,14836041,17124635,16991462,17038699,16986504,2167200,25205967
350480434,44826851,23487268,22601159,20461338,20500593,20443291,23487268,2160900,42226539
350480440,45540785,13884650,9818360,13884650,13718570,13690225,13705383,2192400,11650443
350480441,45909860,13639132,8662250,13168511,13405599,13639132,13169062,2167200,9639644
350480442,46121769,12929584,8093447,12637348,12643786,12698893,12929584,2165100,6952942
350480443,45995473,12603560,7910166,12603560,12345978,12162614,12231344,2169300,5517323
350480444,46061960,12225684,6108067,11816458,12112089,12225684,12105503,2169300,4367074
350480445,45127526,12171306,6360292,11998933,12001705,12171306,11841535,2133600,5019553
350480446,45118135,12529857,7165264,12165877,12320743,12279920,12529857,2158800,6337062
350480447,45418927,13029640,7953270,13029640,12076016,12118241,12096340,2108400,6009710
350480448,44915577,11405772,4994547,11405772,10352107,10706295,10889488,2268000,706085
350480451,44355166,15350707,12301597,15093039,13946090,14824555,15350707,2156700,17015925
350480454,40514090,18312784,15956130,17822587,18063049,17900046,18312784,2163000,33747376
350480455,44657466,23015424,20837303,23015424,22487974,22393485,22442838,2163000,47845255
350480456,43522316,28376530,28179508,28333895,28358374,28343944,28376530,2173500,72063927
350480457,45365669,19628690,17661628,19531832,19459028,19628690,18318683,2154600,33727164
350480458,44403278,18433483,16843044,18364767,18433483,18336806,18299679,2163000,31194457
350480459,45406229,19993887,17622844,19721181,19145571,19993887,19652179,2148300,35254889
350480460,45426955,18943776,16710768,17859351,18943776,17497401,18283287,2198700,29355560
350480461,43873490,26516115,26139342,26427977,26351346,26363891,26516115,2177700,63963539
350480462,42907314,25367359,24674817,25093171,25252899,25367359,25171669,2165100,60142884
350480463,44105702,25366714,24541245,19702305,19618222,24279764,25366714,2152500,47013803
350480464,46196640,13031207,8932638,13031207,12436116,12663791,12434635,2173500,6542609
350480465,46283463,12758472,6561831,11598658,11331278,11252919,12758472,2179800,2837664
350480466,45680897,13849246,9882512,13187761,13444284,13849246,13025094,2171400,9996888
350480467,45520000,15701678,12927633,15513835,15476265,15701678,15228878,2165100,18565756
350480468,45197319,27330262,27330262,27330262,27201403,27197311,27227001,2163000,65921658
350480469,43393838,20906237,19992765,20083063,20906237,20177557,20227184,2167200,40167403
350480470,44845246,22348512,21340276,22171942,22348512,22042370,21951500,2158800,45827878
350480471,45172603,24097365,23625090,23996811,23950285,24097365,23945158,2163000,52980016
350480472,45656411,15557333,13162799,15557333,15136611,14971226,15081799,2037000,17127558
350480473,45830529,14660497,13011472,14594037,14660497,14623896,14600008,1965600,14613509
350480474,45330112,18423091,15466857,18333961,18423091,18277804,18287561,2499000,30491305
350480475,45328315,14818462,13765596,14607153,14599619,14599941,14818462,2146200,15443060
350480476,44378572,23402948,22141065,23303985,23402948,23307425,23286061,2188200,51110047
350480477,44164925,24285221,22771861,24068786,24118504,24163921,24285221,2165100,54636607
350480478,43799167,21923208,20875601,21791638,21780698,21545338,21923208,2160900,45402615
350480479,44471208,23723500,21740267,23532210,23723500,23571111,23474891,2154600,51985104
350480483,41023633,18556582,16469058,18336990,18329682,18556582,18381536,2123100,34704257
350480484,43898051,20202913,18901379,20126482,20202913,20039173,20070731,2150400,38691648
350480485,42905162,18331056,16452129,18331056,18237964,17856363,18034403,2202900,31757524
350480486,43565529,21697318,20541873,21498572,21697318,21519583,21524777,2097900,44772621
350480488,44152919,18589193,17585080,18584832,18589193,18584293,18586523,2188200,32380122
350480492,45573369,12742195,9657275,12713966,12485159,12742195,12460882,2377200,7206033
350480493,45759855,15538320,11762262,15254860,15153298,15184128,15538320,2167200,17537951
350480494,45192438,13698217,9678236,12935971,13698217,12839798,13198442,2160900,9640890
350480495,44935471,11458059,5461651,11421319,11458059,11161278,11157786,2173500,2436471
350480496,44794518,19477094,18449116,18331657,19477094,19292399,18298438,2169300,32774370
350480497,44145455,18777121,18553530,18006595,18761600,18777121,18365096,2163000,31927957
350480498,44464131,17493871,15397503,17148435,17493871,17142954,17165654,2169300,26656083
350480499,45290622,14341292,11245882,14040514,14116786,14341292,14060261,2160900,13429131
350480500,44969787,14278301,11684513,14167113,14078271,14143122,14278301,2171400,13868420
350480501,44611329,18697625,16272626,18697625,18600250,18691846,18587342,2167200,32132934
350480502,44573433,18968007,17097601,18729623,18934463,18485809,18968007,2163000,32707469
350480503,40561001,19323669,18576573,19045329,19009357,19323669,19105880,2163000,38086234
350480504,45011934,17168447,15811256,17084973,17072414,17119611,17168447,2180236,25613747
350480507,40828999,16277528,15582077,14248202,15926713,16277528,14287503,2135700,22046647
350480508,45146885,17300901,16741699,17300901,17269046,16876707,16867120,2184000,25350889
350480509,46634141,18836600,15779643,18722390,18671199,18836600,18770142,714000,29080190
350480510,44642605,24401609,23740148,22814363,22829664,22645541,24401609,2631300,50679872
350480511,44950092,20976701,19545178,19694626,20976701,20482758,20533788,2431800,39169581
350480512,44123648,14434557,13121378,14077101,14143101,14434557,14153635,2700600,15385346
