track,start_cus,end_cus,on_critical_path,is_simple_vote
0,932400,934500,false,true
1,932400,934500,false,true
0,934500,936600,false,true
1,934500,936600,false,true
0,936600,938700,false,true
1,936600,938700,false,true
0,938700,940800,false,true
3,4558228,4795344,false,false
2,4567028,4595202,false,false
2,4595202,4600963,true,false
2,4600963,4640069,false,false
0,4635884,4664058,false,false
2,4640069,4749763,false,false
0,4664058,4774524,false,false
1,4743980,4765777,false,false
0,4774524,4802698,false,false
2,4749763,4822722,false,false
1,4765777,4912964,true,false
3,4795344,4811950,false,false
0,4802698,4853694,false,false
1,4912964,4971277,true,false
2,4822722,4895681,false,false
1,938700,940800,false,true
0,940800,942900,false,true
1,940800,942900,false,true
0,942900,945000,false,true
1,942900,945000,false,true
0,945000,947100,false,true
1,945000,947100,false,true
0,947100,949200,false,true
1,947100,949200,false,true
0,949200,951300,false,true
1,949200,951300,false,true
0,951300,953400,false,true
1,951300,953400,false,true
